playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,yearID,stint,Glf,Gcf,Grf,age
abramca01,1924,3,2,USA,PA,Philadelphia,Cal,Abrams,Calvin Ross,185,72,L,L,4/19/1949,5/9/1956,abrac101,abramca01,1955,1,13,58,46,31
abramca01,1924,3,2,USA,PA,Philadelphia,Cal,Abrams,Calvin Ross,185,72,L,L,4/19/1949,5/9/1956,abrac101,abramca01,1950,1,9,1,5,26
abramca01,1924,3,2,USA,PA,Philadelphia,Cal,Abrams,Calvin Ross,185,72,L,L,4/19/1949,5/9/1956,abrac101,abramca01,1954,2,0,14,101,30
abramca01,1924,3,2,USA,PA,Philadelphia,Cal,Abrams,Calvin Ross,185,72,L,L,4/19/1949,5/9/1956,abrac101,abramca01,1953,1,0,0,112,29
abramca01,1924,3,2,USA,PA,Philadelphia,Cal,Abrams,Calvin Ross,185,72,L,L,4/19/1949,5/9/1956,abrac101,abramca01,1951,1,34,0,0,27
abramca01,1924,3,2,USA,PA,Philadelphia,Cal,Abrams,Calvin Ross,185,72,L,L,4/19/1949,5/9/1956,abrac101,abramca01,1952,2,31,18,0,28
abramca01,1924,3,2,USA,PA,Philadelphia,Cal,Abrams,Calvin Ross,185,72,L,L,4/19/1949,5/9/1956,abrac101,abramca01,1954,1,5,3,5,30
abramca01,1924,3,2,USA,PA,Philadelphia,Cal,Abrams,Calvin Ross,185,72,L,L,4/19/1949,5/9/1956,abrac101,abramca01,1949,1,7,0,0,25
abramca01,1924,3,2,USA,PA,Philadelphia,Cal,Abrams,Calvin Ross,185,72,L,L,4/19/1949,5/9/1956,abrac101,abramca01,1952,1,1,0,0,28
abstebi01,1883,2,2,USA,MO,St. Louis,Bill,Abstein,William Henry,185,72,R,R,9/25/1906,6/2/1910,abstb101,abstebi01,1906,1,0,0,2,23
acostme01,1896,5,19,Cuba,Artemisa,Bauta,Merito,Acosta,Baldomero Pedro,140,67,L,L,6/5/1913,9/2/1918,acosm101,acostme01,1913,1,5,1,1,17
acostme01,1896,5,19,Cuba,Artemisa,Bauta,Merito,Acosta,Baldomero Pedro,140,67,L,L,6/5/1913,9/2/1918,acosm101,acostme01,1918,2,5,20,21,22
acostme01,1896,5,19,Cuba,Artemisa,Bauta,Merito,Acosta,Baldomero Pedro,140,67,L,L,6/5/1913,9/2/1918,acosm101,acostme01,1915,1,22,2,29,19
acostme01,1896,5,19,Cuba,Artemisa,Bauta,Merito,Acosta,Baldomero Pedro,140,67,L,L,6/5/1913,9/2/1918,acosm101,acostme01,1916,1,4,0,0,20
acostme01,1896,5,19,Cuba,Artemisa,Bauta,Merito,Acosta,Baldomero Pedro,140,67,L,L,6/5/1913,9/2/1918,acosm101,acostme01,1914,1,15,4,5,18
adamsbo03,1921,12,14,USA,CA,Tuolumne,Bobby,Adams,Robert Henry,160,70,R,R,4/16/1946,4/22/1959,adamb103,adamsbo03,1946,1,0,0,2,25
adamsbo03,1921,12,14,USA,CA,Tuolumne,Bobby,Adams,Robert Henry,160,70,R,R,4/16/1946,4/22/1959,adamb103,adamsbo03,1951,1,0,0,1,30
adamsbu01,1915,6,24,USA,CO,Trinidad,Buster,Adams,Elvin Clark,180,72,R,R,4/27/1939,9/21/1947,adamb101,adamsbu01,1945,2,14,126,0,30
adamsbu01,1915,6,24,USA,CO,Trinidad,Buster,Adams,Elvin Clark,180,72,R,R,4/27/1939,9/21/1947,adamb101,adamsbu01,1945,1,13,0,0,30
adamsbu01,1915,6,24,USA,CO,Trinidad,Buster,Adams,Elvin Clark,180,72,R,R,4/27/1939,9/21/1947,adamb101,adamsbu01,1943,2,1,107,0,28
adamsbu01,1915,6,24,USA,CO,Trinidad,Buster,Adams,Elvin Clark,180,72,R,R,4/27/1939,9/21/1947,adamb101,adamsbu01,1947,1,6,1,44,32
adamsbu01,1915,6,24,USA,CO,Trinidad,Buster,Adams,Elvin Clark,180,72,R,R,4/27/1939,9/21/1947,adamb101,adamsbu01,1943,1,0,6,0,28
adamsbu01,1915,6,24,USA,CO,Trinidad,Buster,Adams,Elvin Clark,180,72,R,R,4/27/1939,9/21/1947,adamb101,adamsbu01,1944,1,0,151,0,29
adamsbu01,1915,6,24,USA,CO,Trinidad,Buster,Adams,Elvin Clark,180,72,R,R,4/27/1939,9/21/1947,adamb101,adamsbu01,1946,1,24,35,0,31
adamsdi01,1920,4,8,USA,CA,Tuolumne,Dick,Adams,Richard Leroy,185,72,R,L,5/20/1947,9/28/1947,adamd102,adamsdi01,1947,1,1,0,2,27
adamsge01,1855,1,25,USA,MA,Worcester,George,Adams,George Henry,175,66,R,R,1879-06-14,1879-06-21,adamg102,adamsge01,1879,1,0,2,0,24
adamshe01,1928,4,14,USA,CA,Hollywood,Herb,Adams,Herbert Loren,160,69,L,L,9/17/1948,8/30/1950,adamh101,adamshe01,1948,1,0,2,2,20
adamshe01,1928,4,14,USA,CA,Hollywood,Herb,Adams,Herbert Loren,160,69,L,L,9/17/1948,8/30/1950,adamh101,adamshe01,1949,1,14,33,1,21
adamshe01,1928,4,14,USA,CA,Hollywood,Herb,Adams,Herbert Loren,160,69,L,L,9/17/1948,8/30/1950,adamh101,adamshe01,1950,1,0,33,0,22
adamssp01,1894,8,26,USA,PA,Zerbe,Sparky,Adams,Earl John,151,65,R,R,9/18/1922,9/30/1934,adams101,adamssp01,1928,1,0,0,1,34
adamssp01,1894,8,26,USA,PA,Zerbe,Sparky,Adams,Earl John,151,65,R,R,9/18/1922,9/30/1934,adams101,adamssp01,1923,1,0,0,1,29
adamssp01,1894,8,26,USA,PA,Zerbe,Sparky,Adams,Earl John,151,65,R,R,9/18/1922,9/30/1934,adams101,adamssp01,1929,1,2,0,0,35
adcocjo01,1927,10,30,USA,LA,Coushatta,Joe,Adcock,Joseph Wilbur,210,76,R,R,4/23/1950,10/1/1966,adcoj101,adcocjo01,1951,1,107,0,0,24
adcocjo01,1927,10,30,USA,LA,Coushatta,Joe,Adcock,Joseph Wilbur,210,76,R,R,4/23/1950,10/1/1966,adcoj101,adcocjo01,1952,1,85,0,0,25
adcocjo01,1927,10,30,USA,LA,Coushatta,Joe,Adcock,Joseph Wilbur,210,76,R,R,4/23/1950,10/1/1966,adcoj101,adcocjo01,1950,1,75,0,0,23
addisbo01,1925,11,6,USA,OH,Mineral,Bob,Addis,Robert Gordon,175,72,L,R,9/1/1950,6/12/1953,addib101,addisbo01,1950,1,2,1,4,25
addisbo01,1925,11,6,USA,OH,Mineral,Bob,Addis,Robert Gordon,175,72,L,R,9/1/1950,6/12/1953,addib101,addisbo01,1951,1,31,10,5,26
addisbo01,1925,11,6,USA,OH,Mineral,Bob,Addis,Robert Gordon,175,72,L,R,9/1/1950,6/12/1953,addib101,addisbo01,1953,1,0,1,2,28
addisbo01,1925,11,6,USA,OH,Mineral,Bob,Addis,Robert Gordon,175,72,L,R,9/1/1950,6/12/1953,addib101,addisbo01,1952,1,3,42,37,27
aderhmo01,1915,9,13,USA,NC,Mount Olive,Morrie,Aderholt,Morris Woodrow,188,73,L,R,9/13/1939,9/30/1945,aderm101,aderhmo01,1944,1,11,0,2,29
aderhmo01,1915,9,13,USA,NC,Mount Olive,Morrie,Aderholt,Morris Woodrow,188,73,L,R,9/13/1939,9/30/1945,aderm101,aderhmo01,1945,1,7,0,1,30
aderhmo01,1915,9,13,USA,NC,Mount Olive,Morrie,Aderholt,Morris Woodrow,188,73,L,R,9/13/1939,9/30/1945,aderm101,aderhmo01,1945,2,24,0,0,30
aglerjo01,1887,6,12,USA,OH,Coshocton,Joe,Agler,Joseph Abram,165,71,L,L,10/1/1912,10/2/1915,aglej101,aglerjo01,1915,2,2,1,1,28
aglerjo01,1887,6,12,USA,OH,Coshocton,Joe,Agler,Joseph Abram,165,71,L,L,10/1/1912,10/2/1915,aglej101,aglerjo01,1915,1,6,3,11,28
aglerjo01,1887,6,12,USA,OH,Coshocton,Joe,Agler,Joseph Abram,165,71,L,L,10/1/1912,10/2/1915,aglej101,aglerjo01,1914,1,44,5,6,27
aitonge01,1890,12,29,USA,KS,Kingman,George,Aiton,George Wilson,175,71,B,R,6/29/1912,7/28/1912,aitog101,aitonge01,1912,1,4,2,0,22
akejo01,1861,8,29,USA,PA,Altoona,John,Ake,John Leckie,180,73,R,R,1884-05-12,1884-07-15,ake-j101,akejo01,1884,1,2,0,1,23
alenoch01,1917,2,19,USA,MO,St. Louis,Chuck,Aleno,Charles,215,73,R,R,5/15/1941,9/23/1944,alenc101,alenoch01,1943,1,2,0,0,26
alexada01,1903,4,26,USA,TN,Greeneville,Dale,Alexander,David Dale,210,75,R,R,4/16/1929,9/23/1933,alexd101,alexada01,1931,1,4,0,0,28
alexahu01,1917,7,10,USA,MO,Buffalo,Hugh,Alexander,Hugh,190,72,R,R,8/15/1937,9/22/1937,alexh101,alexahu01,1937,1,1,0,3,20
alexani01,1858,11,24,USA,IL,Pana,Nin,Alexander,William Henry,163,64,R,R,1884-06-07,1884-09-03,alexn101,alexani01,1884,2,0,1,0,26
alexani01,1858,11,24,USA,IL,Pana,Nin,Alexander,William Henry,163,64,R,R,1884-06-07,1884-09-03,alexn101,alexani01,1884,1,0,2,0,26
alexape01,1887,2,26,USA,NE,Elba,Pete,Alexander,Grover Cleveland,185,73,R,R,4/15/1911,5/28/1930,alexg102,alexape01,1914,1,1,0,0,27
allenbo01,1867,7,10,USA,OH,Marion,Bob,Allen,Robert Gilman,175,71,R,R,1890-04-19,6/1/1900,alleb103,allenbo01,1897,1,0,1,0,30
allenbo02,1894,10,13,USA,WI,Muscoda,Bob,Allen,Robert,180,70,R,R,8/20/1919,9/9/1919,alleb104,allenbo02,1919,1,0,6,0,25
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1937,1,12,54,14,33
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1930,1,1,13,1,26
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1938,1,2,5,0,34
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1927,1,14,72,13,23
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1933,1,0,46,21,29
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1928,1,1,128,0,24
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1930,2,1,54,7,26
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1936,1,11,16,6,32
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1934,1,87,47,16,30
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1935,1,19,136,1,31
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1932,1,11,13,0,28
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1926,1,5,0,4,22
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1929,1,24,134,10,25
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1936,2,73,16,0,32
allenet01,1904,1,1,USA,OH,Cincinnati,Ethan,Allen,Ethan Nathan,180,73,R,R,6/13/1926,6/18/1938,allee101,allenet01,1931,1,40,23,14,27
allenho01,1899,6,11,USA,FL,DeLand,Horace,Allen,Horace Tanner,187,72,L,R,6/15/1919,9/27/1919,alleh101,allenho01,1919,1,1,1,0,20
allenmy01,1854,3,22,USA,NY,Kingston,Myron,Allen,Myron Smith,150,68,R,R,1883-07-19,1888-07-01,allem101,allenmy01,1887,1,73,1,41,33
allenmy01,1854,3,22,USA,NY,Kingston,Myron,Allen,Myron Smith,150,68,R,R,1883-07-19,1888-07-01,allem101,allenmy01,1888,1,33,2,0,34
allisar01,1849,1,29,USA,PA,Philadelphia,Art,Allison,Arthur Algernon,150,68,,,1871-05-04,1876-10-05,allia101,allisar01,1875,2,0,0,37,26
allisar01,1849,1,29,USA,PA,Philadelphia,Art,Allison,Arthur Algernon,150,68,,,1871-05-04,1876-10-05,allia101,allisar01,1873,1,8,9,4,24
allisar01,1849,1,29,USA,PA,Philadelphia,Art,Allison,Arthur Algernon,150,68,,,1871-05-04,1876-10-05,allia101,allisar01,1875,1,0,1,2,26
allisar01,1849,1,29,USA,PA,Philadelphia,Art,Allison,Arthur Algernon,150,68,,,1871-05-04,1876-10-05,allia101,allisar01,1872,1,0,17,2,23
allisar01,1849,1,29,USA,PA,Philadelphia,Art,Allison,Arthur Algernon,150,68,,,1871-05-04,1876-10-05,allia101,allisar01,1871,1,0,29,0,22
allisar01,1849,1,29,USA,PA,Philadelphia,Art,Allison,Arthur Algernon,150,68,,,1871-05-04,1876-10-05,allia101,allisar01,1876,1,0,0,23,27
allisdo01,1846,7,12,USA,PA,Philadelphia,Doug,Allison,Douglas L.,160,70,R,R,1871-05-05,1883-07-13,allid101,allisdo01,1874,1,0,3,44,28
allisdo01,1846,7,12,USA,PA,Philadelphia,Doug,Allison,Douglas L.,160,70,R,R,1871-05-05,1883-07-13,allid101,allisdo01,1873,2,0,0,1,27
allisdo01,1846,7,12,USA,PA,Philadelphia,Doug,Allison,Douglas L.,160,70,R,R,1871-05-05,1883-07-13,allid101,allisdo01,1873,1,0,1,2,27
allisdo01,1846,7,12,USA,PA,Philadelphia,Doug,Allison,Douglas L.,160,70,R,R,1871-05-05,1883-07-13,allid101,allisdo01,1875,1,0,0,2,29
allisdo01,1846,7,12,USA,PA,Philadelphia,Doug,Allison,Douglas L.,160,70,R,R,1871-05-05,1883-07-13,allid101,allisdo01,1883,1,0,1,0,37
allisdo01,1846,7,12,USA,PA,Philadelphia,Doug,Allison,Douglas L.,160,70,R,R,1871-05-05,1883-07-13,allid101,allisdo01,1876,1,0,1,5,30
allismi01,1890,10,16,USA,MI,Elk Rapids,Milo,Allison,Milo Henry,163,72,L,R,9/26/1913,6/29/1917,allim101,allismi01,1913,1,0,1,0,23
allismi01,1890,10,16,USA,MI,Elk Rapids,Milo,Allison,Milo Henry,163,72,L,R,9/26/1913,6/29/1917,allim101,allismi01,1917,1,4,5,2,27
allismi01,1890,10,16,USA,MI,Elk Rapids,Milo,Allison,Milo Henry,163,72,L,R,9/26/1913,6/29/1917,allim101,allismi01,1916,1,1,0,4,26
almadme01,1913,2,7,Mexico,Sonora,Huatabampo,Mel,Almada,Baldomero Melo,170,72,L,L,9/8/1933,10/1/1939,almam101,almadme01,1933,1,7,6,0,20
almadme01,1913,2,7,Mexico,Sonora,Huatabampo,Mel,Almada,Baldomero Melo,170,72,L,L,9/8/1933,10/1/1939,almam101,almadme01,1938,1,0,47,0,25
almadme01,1913,2,7,Mexico,Sonora,Huatabampo,Mel,Almada,Baldomero Melo,170,72,L,L,9/8/1933,10/1/1939,almam101,almadme01,1939,2,0,32,0,26
almadme01,1913,2,7,Mexico,Sonora,Huatabampo,Mel,Almada,Baldomero Melo,170,72,L,L,9/8/1933,10/1/1939,almam101,almadme01,1938,2,0,101,0,25
almadme01,1913,2,7,Mexico,Sonora,Huatabampo,Mel,Almada,Baldomero Melo,170,72,L,L,9/8/1933,10/1/1939,almam101,almadme01,1935,1,0,126,25,22
almadme01,1913,2,7,Mexico,Sonora,Huatabampo,Mel,Almada,Baldomero Melo,170,72,L,L,9/8/1933,10/1/1939,almam101,almadme01,1939,1,3,31,0,26
almadme01,1913,2,7,Mexico,Sonora,Huatabampo,Mel,Almada,Baldomero Melo,170,72,L,L,9/8/1933,10/1/1939,almam101,almadme01,1937,2,0,97,3,24
almadme01,1913,2,7,Mexico,Sonora,Huatabampo,Mel,Almada,Baldomero Melo,170,72,L,L,9/8/1933,10/1/1939,almam101,almadme01,1937,1,4,2,21,24
almadme01,1913,2,7,Mexico,Sonora,Huatabampo,Mel,Almada,Baldomero Melo,170,72,L,L,9/8/1933,10/1/1939,almam101,almadme01,1934,1,0,16,7,21
almadme01,1913,2,7,Mexico,Sonora,Huatabampo,Mel,Almada,Baldomero Melo,170,72,L,L,9/8/1933,10/1/1939,almam101,almadme01,1936,1,11,3,69,23
almeira01,1887,6,30,Cuba,La Habana,La Habana,Rafael,Almeida,Rafael D.,164,69,R,R,7/4/1911,7/18/1913,almer101,almeira01,1913,1,0,3,0,26
alperwh01,1879,11,10,USA,PA,Etna,Whitey,Alpermann,Charles Augustus,180,70,R,R,4/13/1906,10/2/1909,alpew101,alperwh01,1908,1,0,0,5,29
altenje01,1893,1,2,USA,MI,Ashley,Jesse,Altenburg,Jesse Howard,158,69,L,R,9/19/1916,5/17/1917,altej101,altenje01,1916,1,4,2,0,23
altenje01,1893,1,2,USA,MI,Ashley,Jesse,Altenburg,Jesse Howard,158,69,L,R,9/19/1916,5/17/1917,altej101,altenje01,1917,1,1,0,3,24
altizda01,1876,11,6,USA,IL,Pearl,Dave,Altizer,David Tilden,160,70,L,R,5/29/1906,7/10/1911,altid101,altizda01,1911,1,0,0,1,35
altizda01,1876,11,6,USA,IL,Pearl,Dave,Altizer,David Tilden,160,70,L,R,5/29/1906,7/10/1911,altid101,altizda01,1909,1,4,14,45,33
altizda01,1876,11,6,USA,IL,Pearl,Dave,Altizer,David Tilden,160,70,L,R,5/29/1906,7/10/1911,altid101,altizda01,1908,2,0,20,4,32
altizda01,1876,11,6,USA,IL,Pearl,Dave,Altizer,David Tilden,160,70,L,R,5/29/1906,7/10/1911,altid101,altizda01,1907,1,0,19,0,31
altizda01,1876,11,6,USA,IL,Pearl,Dave,Altizer,David Tilden,160,70,L,R,5/29/1906,7/10/1911,altid101,altizda01,1906,1,0,0,2,30
altroni01,1876,9,15,USA,OH,Cincinnati,Nick,Altrock,Nicholas,197,70,B,L,1898-07-14,10/1/1933,altrn101,altroni01,1929,1,0,0,1,53
altroni01,1876,9,15,USA,OH,Cincinnati,Nick,Altrock,Nicholas,197,70,B,L,1898-07-14,10/1/1933,altrn101,altroni01,1909,2,2,0,1,33
amorosa01,1930,1,30,Cuba,Matanzas,Matanzas,Sandy,Amoros,Edmundo,170,67,L,L,8/22/1952,10/2/1960,amors101,amorosa01,1952,1,3,4,7,22
amorosa01,1930,1,30,Cuba,Matanzas,Matanzas,Sandy,Amoros,Edmundo,170,67,L,L,8/22/1952,10/2/1960,amors101,amorosa01,1954,1,68,1,2,24
amorosa01,1930,1,30,Cuba,Matanzas,Matanzas,Sandy,Amoros,Edmundo,170,67,L,L,8/22/1952,10/2/1960,amors101,amorosa01,1955,1,102,8,5,25
anderge01,1889,9,26,USA,OH,Cleveland,George,Anderson,George Jendrus,160,68,L,R,5/26/1914,9/2/1918,andeg102,anderge01,1915,1,40,12,82,26
anderge01,1889,9,26,USA,OH,Cleveland,George,Anderson,George Jendrus,160,68,L,R,5/26/1914,9/2/1918,andeg102,anderge01,1914,1,70,21,1,25
anderge01,1889,9,26,USA,OH,Cleveland,George,Anderson,George Jendrus,160,68,L,R,5/26/1914,9/2/1918,andeg102,anderge01,1918,1,0,0,35,29
anderha01,1904,2,10,USA,MO,St. Louis,Hal,Anderson,Harold,160,71,R,R,4/12/1932,4/24/1932,andeh102,anderha01,1932,1,0,9,0,28
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1899,1,7,61,8,26
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1906,1,151,0,0,33
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1894,1,15,1,0,21
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1897,1,115,0,0,24
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1905,1,1,19,2,32
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1901,1,12,0,1,28
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1908,1,13,2,72,35
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1903,1,2,3,2,30
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1898,2,13,78,2,25
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1902,1,2,0,1,29
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1898,3,17,0,0,25
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1905,2,16,3,78,32
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1907,1,26,0,0,34
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1904,1,46,52,13,31
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1898,1,2,1,2,25
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1895,1,89,0,12,22
anderjo01,1873,12,14,Norway,,Sarpsborg,John,Anderson,John Joseph,180,74,B,R,1894-09-08,10/2/1908,andej101,anderjo01,1896,1,33,9,26,23
anderva01,1866,6,18,USA,IL,Geneva,Varney,Anderson,Warner Samuel,165,70,R,R,1889-08-01,1896-05-06,andev101,anderva01,1895,1,1,0,0,29
andreed01,1859,4,5,USA,OH,Painesville,Ed,Andrews,George Edward,160,68,R,R,1884-05-01,1891-07-26,andre101,andreed01,1891,1,83,0,0,32
andreed01,1859,4,5,USA,OH,Painesville,Ed,Andrews,George Edward,160,68,R,R,1884-05-01,1891-07-26,andre101,andreed01,1887,1,0,99,0,28
andreed01,1859,4,5,USA,OH,Painesville,Ed,Andrews,George Edward,160,68,R,R,1884-05-01,1891-07-26,andre101,andreed01,1890,1,1,89,4,31
andreed01,1859,4,5,USA,OH,Painesville,Ed,Andrews,George Edward,160,68,R,R,1884-05-01,1891-07-26,andre101,andreed01,1886,1,1,103,0,27
andreed01,1859,4,5,USA,OH,Painesville,Ed,Andrews,George Edward,160,68,R,R,1884-05-01,1891-07-26,andre101,andreed01,1889,1,8,0,1,30
andreed01,1859,4,5,USA,OH,Painesville,Ed,Andrews,George Edward,160,68,R,R,1884-05-01,1891-07-26,andre101,andreed01,1885,1,99,0,0,26
andreed01,1859,4,5,USA,OH,Painesville,Ed,Andrews,George Edward,160,68,R,R,1884-05-01,1891-07-26,andre101,andreed01,1889,2,0,40,0,30
andreed01,1859,4,5,USA,OH,Painesville,Ed,Andrews,George Edward,160,68,R,R,1884-05-01,1891-07-26,andre101,andreed01,1888,1,0,124,0,29
andrewa01,1859,9,18,USA,PA,Philadelphia,Wally,Andrews,William Walter,170,75,R,R,1884-05-22,1888-08-08,andrw102,andrewa01,1884,1,1,0,0,25
andrufr01,1850,8,23,USA,MI,Washington,Fred,Andrus,Frederick Hotham,185,74,R,R,1876-07-25,1884-07-04,andrf102,andrufr01,1876,1,1,3,5,26
annisbi01,1857,5,24,USA,MA,Stoneham,Bill,Annis,William Perley,150,67,R,,1884-05-01,1884-08-08,annib101,annisbi01,1884,1,4,15,8,27
